mol,stage,channel,R_NO,MO_index,epsilon_i_star,coefficient,weight,delta_lumo,in_window,MO_A,MO_B,eps_A,eps_B,CN_coeff_in_A,CN_coeff_in_B,arylCC_coeff_in_A,arylCC_coeff_in_B
mol_029_Z,scan_1,cn,1.5566,47,-0.02013844546094745,0.7037756583195366,0.4953001772430971,,,,,,,,,,
mol_029_Z,scan_2,cn,1.6066,47,-0.02092922185942159,-0.6946844266547589,0.4825864526366511,,,,,,,,,,
mol_029_Z,scan_3,cn,1.6566,48,-0.017547502742166404,0.6538893334383904,0.4275712603845025,,,,,,,,,,
mol_029_Z,scan_4,cn,1.7066,48,-0.018919990642083107,-0.7026356339510099,0.4936968340977376,,,,,,,,,,
mol_029_Z,scan_5,cn,1.7566,48,-0.019637736984694953,-0.7082992608545219,0.501687842927062,,,,,,,,,,
mol_029_Z,scan_6,cn,1.8066,48,-0.0200884946659734,0.7088798858243679,0.5025106925263688,,,,,,,,,,
mol_001_E,scan_1,cn,1.5596,39,-0.02023376382214792,0.6655004590878884,0.44289086104619013,,,,,,,,,,
mol_001_E,scan_2,cn,1.6096,39,-0.020948714768318815,-0.6662910345685099,0.44394374274637527,,,,,,,,,,
mol_001_E,scan_3,cn,1.6596,40,-0.021647711373609005,-0.6660311275961138,0.44359746292695085,,,,,,,,,,
mol_001_E,scan_4,cn,1.7096,39,-0.04276643696892535,-0.6792548691102264,0.46138717720995076,,,,,,,,,,
mol_001_E,scan_5,cn,1.7596,39,-0.05732961138522441,-0.6924265845158032,0.4794545749442207,,,,,,,,,,
mol_001_E,scan_6,cn,1.8096,39,-0.0705683697395294,0.7029447620524611,0.4941313384969912,,,,,,,,,,
mol_003_E,scan_1,cn,1.5478,43,-0.020123560196289247,0.6677821848036376,0.4459330463411196,,,,,,,,,,
mol_003_E,scan_2,cn,1.5878,43,-0.020707770369465788,0.6684661595613514,0.44684700647870207,,,,,,,,,,
mol_003_E,scan_3,cn,1.6278,43,-0.02131521747251682,0.6684551052367073,0.44683222771701736,,,,,,,,,,
mol_003_E,scan_4,cn,1.6678,44,-0.02187331652192609,0.6693361784514036,0.4480109197839292,,,,,,,,,,
mol_003_E,scan_5,cn,1.7078,43,-0.0435307187541142,-0.6783094604683295,0.4601037241608363,,,,,,,,,,
mol_003_E,scan_6,cn,1.7478,43,-0.055395308137978105,-0.6892598892004719,0.47507919486064676,,,,,,,,,,
mol_004_E,scan_1,cn,1.557,47,-0.025279349471473367,0.6478119736563466,0.4196603532125311,,,,,,,,,,
mol_004_E,scan_2,cn,1.607,47,-0.025976621617600025,-0.6486446782766134,0.42073991865657134,,,,,,,,,,
mol_004_E,scan_3,cn,1.657,47,-0.028006302870122946,-0.6488536208945784,0.42101102134800533,,,,,,,,,,
mol_004_E,scan_4,cn,1.707,47,-0.044223660582862465,-0.6770759941785977,0.4584319018929364,,,,,,,,,,
mol_004_E,scan_5,cn,1.757,47,-0.05889998301556563,-0.6904257124987395,0.4766876644793921,,,,,,,,,,
mol_004_E,scan_6,cn,1.807,47,-0.07233557436517735,0.7012363171718657,0.49173237252076146,,,,,,,,,,
mol_007_E,scan_1,cn,1.5558,55,-0.032879186875497624,0.6257317363566822,0.39154020588394844,,,,,,,,,,
mol_007_E,scan_2,cn,1.6058,56,-0.012191519040481845,-0.6318731412446409,0.3992636666263699,,,,,,,,,,
mol_007_E,scan_3,cn,1.6558,56,-0.03006307459442867,-0.6577616597744774,0.4326504010692754,,,,,,,,,,
mol_007_E,scan_4,cn,1.7058,55,-0.04643180817791925,0.6757094375461696,0.45658324398896094,,,,,,,,,,
mol_007_E,scan_5,cn,1.7558,55,-0.061188100899538966,0.6886979858356722,0.47430491569411176,,,,,,,,,,
mol_007_E,scan_6,cn,1.8058,55,-0.07476598318042349,0.699303532224547,0.48902543018172806,,,,,,,,,,
mol_008_E,scan_1,cn,1.5477,52,0.005332441975747314,-0.574875769733637,0.3304821506268416,,,,,,,,,,
mol_008_E,scan_2,cn,1.5977,51,-0.013283673074509499,0.6260530996758813,0.391942483613779,,,,,,,,,,
mol_008_E,scan_3,cn,1.6477,51,-0.03136936509290322,0.6542760101663004,0.42807709747913286,,,,,,,,,,
mol_008_E,scan_4,cn,1.6977,51,-0.04794362270294445,0.6724347538201432,0.4521684981451565,,,,,,,,,,
mol_008_E,scan_5,cn,1.7477,51,-0.06142994497757035,0.5752445154322559,0.33090625253489087,,,,,,,,,,
mol_008_E,scan_6,cn,1.7977,50,-0.07537783985590389,-0.6948270349657569,0.4827846085193052,,,,,,,,,,
mol_010_E,scan_1,cn,1.5598,47,-0.020746041142245986,-0.6584166033632033,0.4335124235843378,,,,,,,,,,
mol_010_E,scan_2,cn,1.6098,47,-0.02142221002764515,-0.6591097107557647,0.4344256108125479,,,,,,,,,,
mol_010_E,scan_3,cn,1.6598,47,-0.02639300121017142,0.6607776600784568,0.43662711605876064,,,,,,,,,,
mol_010_E,scan_4,cn,1.7098,47,-0.042439807793268614,0.6789359681642556,0.4609540488671351,,,,,,,,,,
mol_010_E,scan_5,cn,1.7598,47,-0.05691204903979852,-0.6921213597132901,0.4790319765713736,,,,,,,,,,
mol_010_E,scan_6,cn,1.8098,47,-0.0696965962596181,-0.7023380606881232,0.49327875149115386,,,,,,,,,,
mol_011_E,scan_1,cn,1.5567,43,-0.02631740579822406,0.6515539157851334,0.4245225051749408,,,,,,,,,,
mol_011_E,scan_2,cn,1.6067,43,-0.027014155177060604,0.6523007179267637,0.4254962266077713,,,,,,,,,,
mol_011_E,scan_3,cn,1.6567,43,-0.028688606787549985,0.6163441083591624,0.37988005990905094,,,,,,,,,,
mol_011_E,scan_4,cn,1.7067,43,-0.044882265737240565,0.6763044643671667,0.4573877285229603,,,,,,,,,,
mol_011_E,scan_5,cn,1.7567,43,-0.059604602369887516,-0.6896379957962038,0.4756005652458048,,,,,,,,,,
mol_011_E,scan_6,cn,1.8067,43,-0.0726574253261063,-0.7000016418951994,0.490002298655975,,,,,,,,,,
mol_012_E,scan_1,cn,1.5489,51,-0.03144777697471898,-0.6463298949110771,0.4177423330557639,,,,,,,,,,
mol_012_E,scan_2,cn,1.5989,51,-0.032178270614751495,-0.6466930729650074,0.41821193062092443,,,,,,,,,,
mol_012_E,scan_3,cn,1.6489,52,-0.0302744956892985,0.620440234060027,0.3849460840404611,,,,,,,,,,
mol_012_E,scan_4,cn,1.6989,51,-0.04722256410879712,0.6707612670497912,0.44992067737424135,,,,,,,,,,
mol_012_E,scan_5,cn,1.7489,50,-0.0621827593572958,0.6854011470587054,0.46977473238938905,,,,,,,,,,
mol_012_E,scan_6,cn,1.7989,50,-0.07547221872949095,-0.6961010032986036,0.4845566067933225,,,,,,,,,,
mol_016_E,scan_1,cn,1.5573,47,-0.018146520716474157,-0.6864947795253793,0.4712750823155991,,,,,,,,,,
mol_016_E,scan_2,cn,1.6073,47,-0.018842752973788294,0.6869208196388515,0.4718602124533116,,,,,,,,,,
mol_016_E,scan_3,cn,1.6573,48,-0.019502611819152083,-0.6871654092905607,0.4721962997254638,,,,,,,,,,
mol_016_E,scan_4,cn,1.7073,48,-0.02020649331974056,0.6885245897716898,0.47406611072027377,,,,,,,,,,
mol_016_E,scan_5,cn,1.7573,47,-0.057141618500359925,0.6918180759764243,0.4786122502477216,,,,,,,,,,
mol_016_E,scan_6,cn,1.8073,47,-0.07007282943671456,0.7022676732052376,0.49317988482909847,,,,,,,,,,
mol_017_E,scan_1,cn,1.5534,43,-0.025136591695446242,-0.6692565512723377,0.4479043314209432,,,,,,,,,,
mol_017_E,scan_2,cn,1.6034,43,-0.025836432943522974,0.6699520658065373,0.4488357704784469,,,,,,,,,,
mol_017_E,scan_3,cn,1.6534,44,-0.0265320226592673,0.6702479399452973,0.4492323010009149,,,,,,,,,,
mol_017_E,scan_4,cn,1.7034,43,-0.04473590484409898,0.6749429842953212,0.4555480320494742,,,,,,,,,,
mol_017_E,scan_5,cn,1.7534,43,-0.05934493714429934,0.6882128406798804,0.47363691407667047,,,,,,,,,,
mol_017_E,scan_6,cn,1.8034,43,-0.07250596774436957,0.6987501934910255,0.4882518329037456,,,,,,,,,,
mol_018_E,scan_1,cn,1.548,51,-0.02124340012337811,-0.6010238870302425,0.3612297127809416,,,,,,,,,,
mol_018_E,scan_2,cn,1.598,52,-0.012697941278273932,-0.6251758010833111,0.39084478226015973,,,,,,,,,,
mol_018_E,scan_3,cn,1.648,51,-0.03092592259150742,-0.6528643792787865,0.42623189773107517,,,,,,,,,,
mol_018_E,scan_4,cn,1.698,51,-0.04759594049446772,0.6695830744857834,0.4483414936378341,,,,,,,,,,
mol_018_E,scan_5,cn,1.748,50,-0.06277826142265863,0.6855051154115253,0.4699172632553686,,,,,,,,,,
mol_018_E,scan_6,cn,1.798,50,-0.07613884687767936,0.6971019109104286,0.48595107419497113,,,,,,,,,,
mol_009_E,scan_1,cn,1.5603,43,-0.018835379349830816,-0.6627315939117159,0.4392131655687635,,,,,,,,,,
mol_009_E,scan_2,cn,1.6103,43,-0.01950403472983703,0.6633715566306564,0.4400618221465802,,,,,,,,,,
mol_009_E,scan_3,cn,1.6603,44,-0.020162262979247815,-0.6627670769282376,0.43926019826000035,,,,,,,,,,
mol_009_E,scan_4,cn,1.7103,43,-0.04168023387494202,-0.680029375925517,0.4624399521216482,,,,,,,,,,
mol_009_E,scan_5,cn,1.7603,43,-0.056188065085930106,-0.6932515712029178,0.4805977409753142,,,,,,,,,,
mol_009_E,scan_6,cn,1.8103,43,-0.06902157226547345,0.7034153299567236,0.49479312641812634,,,,,,,,,,
mol_013_E,scan_1,cn,1.5664,43,-0.01631503647473309,-0.6670402900714332,0.4449427485785817,,,,,,,,,,
mol_013_E,scan_2,cn,1.6164,43,-0.016941179247843458,-0.6677052511208295,0.4458303023743299,,,,,,,,,,
mol_013_E,scan_3,cn,1.6664,44,-0.01755329976365958,-0.6682356703701675,0.44653891115506716,,,,,,,,,,
mol_013_E,scan_4,cn,1.7164,43,-0.04250587443908671,-0.6793482841204372,0.46151409113738234,,,,,,,,,,
mol_013_E,scan_5,cn,1.7664,43,-0.057463561792442164,-0.69240543823071,0.4794252908914616,,,,,,,,,,
mol_013_E,scan_6,cn,1.8164,43,-0.069897280586531,-0.7020493686144361,0.4928733159719284,,,,,,,,,,
mol_015_E,scan_1,cn,1.5581,43,-0.018121663074428085,-0.6742791872216601,0.4546524223203026,,,,,,,,,,
mol_015_E,scan_2,cn,1.6081,43,-0.018790232491083674,0.6749653782524483,0.4555782618394706,,,,,,,,,,
mol_015_E,scan_3,cn,1.6581,44,-0.01948917309294146,0.6756461381011132,0.4564977039309485,,,,,,,,,,
mol_015_E,scan_4,cn,1.7081,43,-0.041543895490260496,0.6792901408571376,0.4614350954657098,,,,,,,,,,
mol_015_E,scan_5,cn,1.7581,43,-0.056176312255814764,0.6926391709172254,0.47974902108890133,,,,,,,,,,
mol_015_E,scan_6,cn,1.8081,43,-0.06906875327213413,0.7029740270913658,0.4941724827650523,,,,,,,,,,
mol_019_E,scan_1,cn,1.5505,43,-0.020271890308329432,-0.6841883032045102,0.46811363424186675,,,,,,,,,,
mol_019_E,scan_2,cn,1.6005,43,-0.02151279255920662,0.6602716827233867,0.4359586950063726,,,,,,,,,,
mol_019_E,scan_3,cn,1.6505,44,-0.01746565162036114,-0.5842097325174538,0.3413010115681149,,,,,,,,,,
mol_019_E,scan_4,cn,1.7005,44,-0.01960569504173648,0.68385356006112,0.4676556916082678,,,,,,,,,,
mol_019_E,scan_5,cn,1.7505,44,-0.02043908503462788,-0.6982928985322017,0.4876129721405037,,,,,,,,,,
mol_019_E,scan_6,cn,1.8005,43,-0.06758075010072417,0.7037759910452175,0.495300645571678,,,,,,,,,,
mol_022_E,scan_1,cn,1.5497,47,-0.020159436542478204,-0.6913147689086031,0.47791610971115533,,,,,,,,,,
mol_022_E,scan_2,cn,1.5997,47,-0.021443849784716508,0.6664677612223617,0.44417927674874697,,,,,,,,,,
mol_022_E,scan_3,cn,1.6497,48,-0.016574226371185666,-0.584916360578573,0.3421271488724832,,,,,,,,,,
mol_022_E,scan_4,cn,1.6997,48,-0.020227017648002294,0.6937936813199141,0.4813496722394386,,,,,,,,,,
mol_022_E,scan_5,cn,1.7497,48,-0.020866023527638333,-0.7036880483695341,0.49517686941812383,,,,,,,,,,
mol_022_E,scan_6,cn,1.7997,48,-0.021294672667046655,-0.7079057980976426,0.5011306189802603,,,,,,,,,,
mol_023_E,scan_1,cn,1.544,55,-0.00177937415198185,0.6230827389814932,0.38823209961667965,,,,,,,,,,
mol_023_E,scan_2,cn,1.594,56,-0.00237037048496645,0.6244560164543079,0.3899453164859829,,,,,,,,,,
mol_023_E,scan_3,cn,1.644,55,-0.027307017256834598,-0.6473415243971455,0.4190510492088202,,,,,,,,,,
mol_023_E,scan_4,cn,1.694,55,-0.042349429191133936,-0.6334817303298673,0.40129910266172275,,,,,,,,,,
mol_023_E,scan_5,cn,1.744,56,-0.0038545375024163775,-0.6361358403834413,0.4046688074203471,,,,,,,,,,
mol_023_E,scan_6,cn,1.794,56,-0.004172257033889792,-0.6413856431314888,0.41137554321519354,,,,,,,,,,
mol_024_E,scan_1,cn,1.5537,47,-0.019150345933297785,0.6760176999468578,0.45699993064143984,,,,,,,,,,
mol_024_E,scan_2,cn,1.6037,47,-0.020983250831580813,0.6300932312779326,0.3970174801022663,,,,,,,,,,
mol_024_E,scan_3,cn,1.6537,48,-0.015255727211246597,0.6032899635769078,0.3639587801526267,,,,,,,,,,
mol_024_E,scan_4,cn,1.7037,48,-0.018105724894766695,-0.6882008201516603,0.4736203688574179,,,,,,,,,,
mol_024_E,scan_5,cn,1.7537,48,-0.019062296728350248,-0.6998938289933407,0.4898513718629597,,,,,,,,,,
mol_024_E,scan_6,cn,1.8037,47,-0.06622288702180157,0.7026560586417494,0.4937255367459576,,,,,,,,,,
mol_025_E,scan_1,cn,1.5512,51,-0.02128798419000333,0.6831440551263268,0.4666858000544418,,,,,,,,,,
mol_025_E,scan_2,cn,1.6012,51,-0.022651074935564477,0.650950952605008,0.4237371426973674,,,,,,,,,,
mol_025_E,scan_3,cn,1.6512,52,-0.01684708153749531,-0.5754459169520615,0.3311380033367988,,,,,,,,,,
mol_025_E,scan_4,cn,1.7012,52,-0.019676554229029364,0.6860375836091672,0.4706475661243051,,,,,,,,,,
mol_025_E,scan_5,cn,1.7512,52,-0.020258998098682923,-0.7001653275483543,0.4902314859008942,,,,,,,,,,
mol_025_E,scan_6,cn,1.8012,52,-0.02047704596420985,-0.7078664027499055,0.5010748441420915,,,,,,,,,,
mol_026_E,scan_1,cn,1.5492,47,-0.02707029255549287,-0.6732656873352242,0.4532866857429719,,,,,,,,,,
mol_026_E,scan_2,cn,1.5992,47,-0.027360862161117203,-0.6451645844502648,0.4162373410288829,,,,,,,,,,
mol_026_E,scan_3,cn,1.6492,48,-0.020924470676089862,-0.5132383495289536,0.2634136034272044,,,,,,,,,,
mol_026_E,scan_4,cn,1.6992,48,-0.02489404456316317,0.6649761694198756,0.4421933058963311,,,,,,,,,,
mol_026_E,scan_5,cn,1.7492,48,-0.025366937652190558,-0.684327731496489,0.46830444409513067,,,,,,,,,,
mol_026_E,scan_6,cn,1.7992,47,-0.06897139265606356,-0.6978385098121718,0.48697858577687253,,,,,,,,,,
mol_027_E,scan_1,cn,1.5494,55,-0.03008106440553513,-0.6625990479466655,0.43903749833982747,,,,,,,,,,
mol_027_E,scan_2,cn,1.5994,55,-0.030836771335007476,-0.6437147298960546,0.41436865348515056,,,,,,,,,,
mol_027_E,scan_3,cn,1.6494,56,-0.022545220667497062,-0.5237198463129696,0.27428247742208056,,,,,,,,,,
mol_027_E,scan_4,cn,1.6994,56,-0.028040210479585256,0.6510042997261173,0.4238065982618924,,,,,,,,,,
mol_027_E,scan_5,cn,1.7494,56,-0.02919343582709543,-0.677058402794965,0.45840808079526907,,,,,,,,,,
mol_027_E,scan_6,cn,1.7994,54,-0.07384343927049741,-0.6825533374577308,0.46587905847468697,,,,,,,,,,
mol_028_E,scan_1,cn,1.5668,47,-0.01675499259303237,-0.6445961545464425,0.4155042024560612,,,,,,,,,,
mol_028_E,scan_2,cn,1.6168,47,-0.02087474809746433,0.514442231862404,0.26465080992357143,,,,,,,,,,
mol_028_E,scan_3,cn,1.6668,48,-0.010049747107174767,-0.6688138038398198,0.447311904206689,,,,,,,,,,
mol_028_E,scan_4,cn,1.7168,48,-0.012222951579289543,0.7079198405341722,0.5011505006219278,,,,,,,,,,
mol_028_E,scan_5,cn,1.7668,48,-0.013011603856334375,0.7168973124968799,0.5139417566652491,,,,,,,,,,
mol_028_E,scan_6,cn,1.8168,48,-0.013110010307485709,0.7204592199337005,0.5190614875874763,,,,,,,,,,
mol_030_E,scan_1,cn,1.5564,51,-0.01906139706833443,-0.6893105693890853,0.475149061071505,,,,,,,,,,
mol_030_E,scan_2,cn,1.6064,51,-0.02094738005503092,-0.6205962435998355,0.3851396975702263,,,,,,,,,,
mol_030_E,scan_3,cn,1.6564,52,-0.013626962312356364,0.6216183715504883,0.3864093998490809,,,,,,,,,,
mol_030_E,scan_4,cn,1.7064,52,-0.016923230783106646,0.7093942155298698,0.5032401530272393,,,,,,,,,,
mol_030_E,scan_5,cn,1.7564,52,-0.017187403060333395,-0.71691083585483,0.513961146566071,,,,,,,,,,
mol_030_E,scan_6,cn,1.8064,52,-0.017433415198127022,-0.7219957680911789,0.5212778891415715,,,,,,,,,,
mol_031_E,scan_1,cn,1.5511,47,-0.02466124644368506,-0.675225140141769,0.45592898987947167,,,,,,,,,,
mol_031_E,scan_2,cn,1.6011,47,-0.02613310185106448,0.6453421470243135,0.4164664867259506,,,,,,,,,,
mol_031_E,scan_3,cn,1.6511,48,-0.020766919613708905,-0.5677357383454256,0.32232386859462553,,,,,,,,,,
mol_031_E,scan_4,cn,1.7011,48,-0.024404475508745704,0.6881636232085668,0.47356917230754236,,,,,,,,,,
mol_031_E,scan_5,cn,1.7511,48,-0.025364813346943293,-0.6985877111107953,0.48802479011502004,,,,,,,,,,
mol_031_E,scan_6,cn,1.8011,47,-0.07086561384624446,-0.7015082947602723,0.4921138876174651,,,,,,,,,,
mol_033_E,scan_1,cn,1.5487,51,-0.0248829660470955,-0.6681081871630181,0.44636854975425444,,,,,,,,,,
mol_033_E,scan_2,cn,1.5987,51,-0.02596417393658542,-0.6510976623563767,0.4239281659259383,,,,,,,,,,
mol_033_E,scan_3,cn,1.6487,52,-0.020631172773106814,-0.5017970540973843,0.25180028350081324,,,,,,,,,,
mol_033_E,scan_4,cn,1.6987,52,-0.024416216778356988,0.6646373160229472,0.44174276185018696,,,,,,,,,,
mol_033_E,scan_5,cn,1.7487,51,-0.0570476138803395,0.6856090127958273,0.4700597184268689,,,,,,,,,,
mol_033_E,scan_6,cn,1.7987,51,-0.06956967943208943,0.7011958394349533,0.4916756052408889,,,,,,,,,,
mol_034_E,scan_1,cn,1.549,47,-0.018034571832188817,-0.6827351667129716,0.4661273078665892,,,,,,,,,,
mol_034_E,scan_2,cn,1.579,47,-0.01887126797291927,-0.6660349931038556,0.443602612038853,,,,,,,,,,
mol_034_E,scan_3,cn,1.589,47,-0.019288939285946327,-0.6551691638593522,0.42924663327216267,,,,,,,,,,
mol_034_E,scan_4,cn,1.629,47,-0.022519271045909794,0.5350936888368246,0.2863252558330005,,,,,,,,,,
mol_034_E,scan_5,cn,1.649,48,-0.012095913385139098,-0.5780583964845002,0.33415150974623165,,,,,,,,,,
mol_034_E,scan_6,cn,1.669,48,-0.014120495270758256,0.648237674737289,0.4202120829488073,,,,,,,,,,
mol_034_E,scan_7,cn,1.709,48,-0.015861378869274745,0.6948598889590902,0.4828302652842392,,,,,,,,,,
mol_034_E,scan_8,cn,1.719,48,-0.01607839614999307,0.6992074790773292,0.4888910987976737,,,,,,,,,,
mol_034_E,scan_9,cn,1.749,48,-0.016348184039259195,0.706390166124003,0.4989870667966965,,,,,,,,,,
mol_034_E,scan_10,cn,1.789,48,-0.016681177286798743,0.7123916850087662,0.5075019128696291,,,,,,,,,,
mol_034_E,scan_11,cn,1.859,48,-0.016376067072084055,-0.7173661788353622,0.514614234536849,,,,,,,,,,
mol_034_E,scan_12,cn,1.929,48,-0.015371183485715534,-0.7203839249413415,0.5189529993138924,,,,,,,,,,
mol_005_E,scan_1,cn,1.5569,56,-0.026032472236742876,0.6443495499538658,0.41518634252574943,,,56,63,-0.026032472236742876,0.06908796929146521,0.6443495499538658,-0.4860080526630101,0.26164553946269303,-0.49043622750234517
mol_005_E,scan_2,cn,1.6069,56,-0.026720579227476948,-0.6452024843033488,0.4162862457512131,,,56,63,-0.026720579227476948,0.06852871308085784,-0.6452024843033488,0.49144033694984146,0.26375668974909844,-0.4976215811542998
mol_005_E,scan_3,cn,1.6569,56,-0.028119021214886,0.6247685509876224,0.39033574230317336,,,56,124,-0.028119021214886,0.47045064397607206,0.6247685509876224,-0.2360855939152994,0.08612648882792263,-0.004541057015640418
mol_005_E,scan_4,cn,1.7069,56,-0.04427495782364255,0.6765521266121918,0.45772278002347916,,,56,124,-0.04427495782364255,0.4698032037428883,0.6765521266121918,-0.22731188470090186,0.006668747865865877,-0.004794201249973186
mol_005_E,scan_5,cn,1.7569,56,-0.05893808464542705,0.6900273922188833,0.47613780201239264,,,56,124,-0.05893808464542705,0.46905450898820167,0.6900273922188833,-0.2198412105071863,0.004325247991354598,-0.0051627188251246485
mol_005_E,scan_6,cn,1.8069,56,-0.07241828156660968,0.7009749531481176,0.49136588494100575,,,56,124,-0.07241828156660968,0.46625179972425856,0.7009749531481176,0.2321378219136947,0.01328912682627697,0.004867214983170748
mol_032_E,scan_1,cn,1.5482,60,-0.025985481319451997,-0.6642854190481017,0.44127511795991203,,,60,67,-0.025985481319451997,0.06697083213159205,-0.6642854190481017,0.3861686316003554,-0.021910105550810546,0.0450894468326433
mol_032_E,scan_2,cn,1.5982,60,-0.026683780048987193,0.6466802679264311,0.41819536892540066,,,60,67,-0.026683780048987193,0.06515309163534155,0.6466802679264311,0.37001074348629587,-0.039714642104563984,-0.036114037242652594
mol_032_E,scan_3,cn,1.6482,61,-0.02070812929962429,0.48888917258174225,0.23901262306766055,,,61,60,-0.02070812929962429,-0.030457027320063723,0.48888917258174225,0.44572370058779714,-0.10204336094882,-0.10163360762259857
