mol,stage,r_no,donor,acceptor,e2_kcal,de_au,f_au
mol_020_E,nbo,1.6259,BD ( 1) C 10 - H 25,BD*( 1) C 5 - C 11,1.67,1.14,0.039
mol_020_E,nbo,1.6259,BD ( 1) C 10 - H 25,BD*( 1) C 9 - H 22,0.65,1.1,0.024
mol_020_E,nbo,1.6259,BD ( 1) C 10 - H 25,BD*( 1) C 9 - H 23,2.88,1.09,0.05
mol_020_E,nbo,1.6259,BD ( 1) C 10 - H 25,BD*( 2) C 11 - N 12,10.45,0.65,0.076
mol_020_E,nbo,1.6259,BD ( 1) C 11 - N 12,RY*( 1) C 5,1.27,2.41,0.049
mol_020_E,nbo,1.6259,BD ( 1) C 11 - N 12,RY*( 1) C 11,1.03,1.99,0.04
mol_020_E,nbo,1.6259,BD ( 1) C 11 - N 12,RY*( 1) O 13,0.53,2.21,0.03
mol_020_E,nbo,1.6259,BD ( 1) C 11 - N 12,BD*( 1) C 5 - C 6,1.66,1.73,0.048
mol_020_E,nbo,1.6259,BD ( 1) C 11 - N 12,BD*( 1) C 5 - C 11,1.71,1.61,0.047
mol_020_E,nbo,1.6259,BD ( 1) C 11 - N 12,BD*( 1) C 10 - C 11,1.84,1.53,0.048
mol_020_E,nbo,1.6259,BD ( 2) C 11 - N 12,RY*( 3) C 5,0.72,1.23,0.027
mol_020_E,nbo,1.6259,BD ( 2) C 11 - N 12,BD*( 2) C 5 - C 6,4.84,0.56,0.052
mol_020_E,nbo,1.6259,BD ( 2) C 11 - N 12,BD*( 1) C 10 - H 24,0.87,0.95,0.026
mol_020_E,nbo,1.6259,BD ( 2) C 11 - N 12,BD*( 1) C 10 - H 25,1.45,0.93,0.033
mol_020_E,nbo,1.6259,BD ( 2) C 11 - N 12,BD*( 1) O 13 - H 26,0.67,0.87,0.022
mol_020_E,nbo,1.6259,BD ( 2) C 11 - N 12,BD*( 1) O 13 - H 27,0.64,0.87,0.021
mol_020_E,nbo,1.6259,BD ( 1) N 12 - O 13,RY*( 2) C 11,1.03,2.0,0.041
mol_020_E,nbo,1.6259,BD ( 1) N 12 - O 13,BD*( 1) C 5 - C 11,4.41,1.36,0.069
mol_020_E,nbo,1.6259,BD ( 1) N 12 - O 13,BD*( 1) C 10 - C 11,0.72,1.28,0.027
mol_020_E,nbo,1.6259,BD ( 1) O 13 - H 26,RY*( 2) H 27,0.57,2.63,0.035
mol_020_E,nbo,1.6259,BD ( 1) O 13 - H 26,BD*( 2) C 11 - N 12,0.61,1.02,0.024
mol_020_E,nbo,1.6259,BD ( 1) O 13 - H 27,RY*( 2) H 26,0.56,2.62,0.034
mol_020_E,nbo,1.6259,BD ( 1) O 13 - H 27,BD*( 1) C 11 - N 12,0.62,1.59,0.028
mol_020_E,nbo,1.6259,CR ( 1) C 1,RY*( 1) C 2,1.16,11.56,0.103
mol_020_E,nbo,1.6259,CR ( 1) C 1,BD*( 1) C 2 - C 3,0.59,10.78,0.072
mol_020_E,nbo,1.6259,CR ( 1) C 1,BD*( 1) C 2 - C 7,0.64,10.8,0.074
mol_020_E,nbo,1.6259,CR ( 1) C 2,RY*( 3) C 1,1.14,11.03,0.1
mol_020_E,nbo,1.6259,CR ( 1) C 2,RY*( 2) C 3,1.42,11.4,0.114
mol_020_E,nbo,1.6259,CR ( 1) C 2,RY*( 2) C 7,1.25,11.24,0.106
mol_020_E,nbo,1.6259,CR ( 1) C 2,BD*( 1) C 3 - C 4,0.66,10.85,0.076
mol_020_E,nbo,1.6259,CR ( 1) C 2,BD*( 1) C 6 - C 7,0.8,10.84,0.083
mol_020_E,nbo,1.6259,CR ( 1) C 3,RY*( 1) C 2,0.54,11.58,0.071
mol_020_E,nbo,1.6259,CR ( 1) C 3,RY*( 2) C 2,1.77,11.4,0.127
mol_020_E,nbo,1.6259,CR ( 1) C 3,RY*( 2) C 4,0.89,11.35,0.09
mol_020_E,nbo,1.6259,CR ( 1) C 3,RY*( 4) C 4,0.69,11.31,0.079
mol_020_E,nbo,1.6259,CR ( 1) C 3,BD*( 1) C 1 - C 2,0.75,10.66,0.08
mol_020_E,nbo,1.6259,CR ( 1) C 3,BD*( 1) C 2 - C 7,0.72,10.82,0.079
mol_020_E,nbo,1.6259,CR ( 1) C 3,BD*( 1) C 4 - C 5,0.81,10.77,0.084
mol_020_E,nbo,1.6259,CR ( 1) C 4,RY*( 2) C 3,1.33,11.4,0.11
mol_020_E,nbo,1.6259,CR ( 1) C 4,RY*( 2) C 5,1.67,11.59,0.124
mol_020_E,nbo,1.6259,CR ( 1) C 4,BD*( 1) C 2 - C 3,0.78,10.81,0.082
mol_020_E,nbo,1.6259,CR ( 1) C 4,BD*( 1) C 5 - C 6,0.91,10.8,0.089
mol_020_E,nbo,1.6259,CR ( 1) C 4,BD*( 1) C 5 - C 11,0.95,10.68,0.091
mol_020_E,nbo,1.6259,CR ( 1) C 5,RY*( 2) C 4,1.5,11.38,0.117
mol_020_E,nbo,1.6259,CR ( 1) C 5,RY*( 2) C 6,1.63,11.34,0.121
mol_020_E,nbo,1.6259,CR ( 1) C 5,RY*( 2) C 11,1.29,11.34,0.108
mol_020_E,nbo,1.6259,CR ( 1) C 5,BD*( 1) C 3 - C 4,0.55,10.86,0.069
mol_020_E,nbo,1.6259,CR ( 1) C 5,BD*( 1) C 5 - C 6,0.75,10.81,0.081
mol_020_E,nbo,1.6259,CR ( 1) C 5,BD*( 1) C 6 - C 7,0.62,10.85,0.074
mol_020_E,nbo,1.6259,CR ( 1) C 5,BD*( 1) C 6 - C 8,0.75,10.68,0.08
mol_020_E,nbo,1.6259,CR ( 1) C 5,BD*( 1) C 10 - C 11,0.64,10.62,0.074
mol_020_E,nbo,1.6259,CR ( 1) C 6,RY*( 1) C 5,1.64,11.49,0.123
mol_020_E,nbo,1.6259,CR ( 1) C 6,RY*( 2) C 7,1.36,11.25,0.11
mol_020_E,nbo,1.6259,CR ( 1) C 6,RY*( 3) C 8,0.78,11.24,0.083
mol_020_E,nbo,1.6259,CR ( 1) C 6,BD*( 1) C 2 - C 7,0.76,10.85,0.082
mol_020_E,nbo,1.6259,CR ( 1) C 6,BD*( 1) C 4 - C 5,0.82,10.8,0.085
mol_020_E,nbo,1.6259,CR ( 1) C 6,BD*( 1) C 5 - C 11,0.83,10.69,0.085
mol_020_E,nbo,1.6259,CR ( 1) C 7,RY*( 1) C 2,0.56,11.57,0.072
mol_020_E,nbo,1.6259,CR ( 1) C 7,RY*( 2) C 2,1.96,11.4,0.134
mol_020_E,nbo,1.6259,CR ( 1) C 7,RY*( 1) C 6,0.82,11.58,0.087
mol_020_E,nbo,1.6259,CR ( 1) C 7,RY*( 2) C 6,0.59,11.3,0.073
mol_020_E,nbo,1.6259,CR ( 1) C 7,RY*( 3) C 6,0.67,11.11,0.077
mol_020_E,nbo,1.6259,CR ( 1) C 7,BD*( 1) C 1 - C 2,0.78,10.66,0.082
mol_020_E,nbo,1.6259,CR ( 1) C 7,BD*( 1) C 2 - C 3,0.76,10.79,0.082
mol_020_E,nbo,1.6259,CR ( 1) C 7,BD*( 1) C 5 - C 6,0.9,10.77,0.089
mol_020_E,nbo,1.6259,CR ( 1) C 7,BD*( 1) C 6 - C 8,0.87,10.64,0.086
mol_020_E,nbo,1.6259,CR ( 1) C 8,RY*( 1) C 6,1.11,11.59,0.101
mol_020_E,nbo,1.6259,CR ( 1) C 8,BD*( 1) C 5 - C 6,0.6,10.79,0.072
mol_020_E,nbo,1.6259,CR ( 1) C 8,BD*( 1) C 6 - C 7,0.58,10.82,0.071
mol_020_E,nbo,1.6259,CR ( 1) C 10,RY*( 3) C 9,1.03,11.31,0.097
mol_020_E,nbo,1.6259,CR ( 1) C 10,RY*( 1) C 11,0.56,11.09,0.07
mol_020_E,nbo,1.6259,CR ( 1) C 10,RY*( 2) C 11,0.59,11.36,0.073
mol_020_E,nbo,1.6259,CR ( 1) C 10,BD*( 1) C 5 - C 11,0.54,10.72,0.068
mol_020_E,nbo,1.6259,CR ( 1) C 10,BD*( 1) C 11 - N 12,0.51,10.79,0.067
mol_020_E,nbo,1.6259,CR ( 1) C 11,RY*( 1) C 5,0.61,11.59,0.075
mol_020_E,nbo,1.6259,CR ( 1) C 11,RY*( 5) C 5,0.53,11.29,0.069
mol_020_E,nbo,1.6259,CR ( 1) C 11,RY*( 4) C 10,0.57,11.33,0.072
mol_020_E,nbo,1.6259,CR ( 1) C 11,RY*( 4) N 12,1.0,11.23,0.095
mol_020_E,nbo,1.6259,CR ( 1) C 11,BD*( 1) C 4 - C 5,0.62,10.89,0.074
mol_020_E,nbo,1.6259,CR ( 1) N 12,RY*( 1) C 11,5.32,15.27,0.255
mol_020_E,nbo,1.6259,CR ( 1) N 12,BD*( 1) C 10 - C 11,0.98,14.81,0.108
mol_020_E,nbo,1.6259,CR ( 1) N 12,BD*( 1) N 12 - O 13,1.52,14.38,0.135
mol_020_E,nbo,1.6259,CR ( 1) O 13,RY*( 3) H 26,0.96,21.28,0.127
mol_020_E,nbo,1.6259,CR ( 1) O 13,RY*( 3) H 27,0.94,21.25,0.126
mol_020_E,nbo,1.6259,LP ( 1) N 12,RY*( 1) C 11,10.03,1.57,0.112
mol_020_E,nbo,1.6259,LP ( 1) N 12,BD*( 1) C 10 - C 11,6.47,1.12,0.076
mol_020_E,nbo,1.6259,LP ( 1) O 13,RY*( 1) H 26,1.59,2.53,0.057
mol_020_E,nbo,1.6259,LP ( 1) O 13,RY*( 1) H 27,1.56,2.54,0.056
mol_020_E,nbo,1.6259,LP ( 1) O 13,BD*( 1) C 5 - C 11,0.92,1.3,0.031
mol_020_E,nbo,1.6259,LP ( 1) O 13,BD*( 1) C 9 - C 10,0.75,1.23,0.027
mol_020_E,nbo,1.6259,BD*( 2) C 2 - C 7,RY*( 8) C 2,0.57,1.34,0.065
mol_020_E,nbo,1.6259,BD*( 2) C 2 - C 7,RY*( 3) C 3,0.58,0.79,0.05
mol_020_E,nbo,1.6259,BD*( 2) C 2 - C 7,RY*( 3) C 7,1.32,0.69,0.07
mol_020_E,nbo,1.6259,BD*( 2) C 2 - C 7,RY*( 5) C 7,0.65,1.38,0.07
mol_020_E,nbo,1.6259,BD*( 2) C 2 - C 7,BD*( 1) C 1 - H 15,0.76,0.4,0.04
mol_020_E,nbo,1.6259,BD*( 2) C 2 - C 7,BD*( 1) C 1 - H 16,1.28,0.4,0.052
mol_020_E,nbo,1.6259,BD*( 2) C 3 - C 4,RY*( 3) C 3,0.53,0.8,0.052
mol_020_E,nbo,1.6259,BD*( 2) C 3 - C 4,RY*( 4) C 3,0.52,1.16,0.062
mol_020_E,nbo,1.6259,BD*( 2) C 3 - C 4,RY*( 6) C 4,1.24,1.03,0.09
mol_020_E,nbo,1.6259,BD*( 2) C 5 - C 6,RY*( 3) C 4,0.52,1.08,0.046
mol_020_E,nbo,1.6259,BD*( 2) C 5 - C 6,RY*( 3) C 5,1.63,0.67,0.064
mol_020_E,nbo,1.6259,BD*( 2) C 5 - C 6,RY*( 4) C 5,0.52,1.62,0.056
mol_020_E,nbo,1.6259,BD*( 2) C 5 - C 6,RY*( 3) C 6,0.67,0.91,0.048
mol_020_E,nbo,1.6259,BD*( 2) C 5 - C 6,RY*( 4) C 6,0.61,1.49,0.059
mol_020_E,nbo,1.6259,BD*( 2) C 5 - C 6,RY*( 3) C 7,1.02,0.72,0.053
mol_020_E,nbo,1.6259,BD*( 2) C 5 - C 6,BD*( 2) C 2 - C 7,147.08,0.03,0.102
mol_020_E,nbo,1.6259,BD*( 2) C 5 - C 6,BD*( 2) C 3 - C 4,137.09,0.03,0.095
mol_020_E,nbo,1.6259,BD*( 2) C 5 - C 6,BD*( 1) C 8 - C 9,0.79,0.4,0.034
mol_020_E,nbo,1.6259,BD*( 2) C 5 - C 6,BD*( 1) C 8 - H 20,2.61,0.4,0.062
mol_020_E,nbo,1.6259,BD*( 2) C 11 - N 12,RY*( 3) C 11,0.88,1.56,0.102
mol_020_E,nbo,1.6259,BD*( 2) C 11 - N 12,RY*( 2) N 12,0.9,0.86,0.076
mol_020_E,nbo,1.6259,BD*( 2) C 11 - N 12,BD*( 2) C 5 - C 6,66.86,0.04,0.079
mol_020_E,nbo,1.6259,BD*( 2) C 11 - N 12,BD*( 1) C 10 - H 24,0.73,0.42,0.047
mol_020_E,nbo,1.6259,BD*( 2) C 11 - N 12,BD*( 1) C 10 - H 25,1.28,0.41,0.061
mol_020_E,nbo,1.6259,BD*( 2) C 11 - N 12,BD*( 1) C 11 - N 12,0.64,0.57,0.051
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - C 2,RY*( 1) C 3,1.68,1.91,0.051
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - C 2,RY*( 1) C 7,1.26,1.87,0.043
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - C 2,BD*( 1) C 1 - H 15,0.51,1.22,0.022
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - C 2,BD*( 1) C 1 - H 16,0.53,1.21,0.023
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - C 2,BD*( 1) C 2 - C 3,1.93,1.37,0.046
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - C 2,BD*( 1) C 2 - C 7,2.17,1.39,0.049
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - C 2,BD*( 1) C 3 - C 4,2.72,1.41,0.055
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - C 2,BD*( 1) C 6 - C 7,3.02,1.39,0.058
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - H 14,BD*( 1) C 2 - C 3,5.1,1.23,0.071
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - H 15,BD*( 1) C 2 - C 7,3.28,1.24,0.057
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - H 15,BD*( 2) C 2 - C 7,3.93,0.67,0.049
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - H 16,RY*( 3) C 2,0.86,1.67,0.034
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - H 16,BD*( 1) C 2 - C 7,1.6,1.24,0.04
mol_020_E,scan_1,1.6259,BD ( 1) C 1 - H 16,BD*( 2) C 2 - C 7,6.63,0.66,0.064
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 3,RY*( 1) C 1,1.28,1.51,0.039
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 3,RY*( 1) C 4,0.64,1.93,0.031
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 3,RY*( 2) C 4,2.04,1.99,0.057
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 3,RY*( 1) C 7,0.86,1.94,0.037
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 3,RY*( 2) C 7,1.08,1.86,0.04
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 3,BD*( 1) C 1 - C 2,1.69,1.31,0.042
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 3,BD*( 1) C 1 - H 14,0.9,1.29,0.031
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 3,BD*( 1) C 2 - C 7,3.15,1.46,0.061
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 3,BD*( 1) C 3 - C 4,3.66,1.47,0.066
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 3,BD*( 1) C 3 - H 17,1.13,1.31,0.034
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 3,BD*( 1) C 4 - H 18,2.66,1.3,0.053
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 3,BD*( 1) C 7 - H 19,3.06,1.3,0.056
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,RY*( 1) C 1,0.96,1.51,0.034
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,RY*( 1) C 3,1.07,1.98,0.041
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,RY*( 2) C 3,0.62,2.03,0.032
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,RY*( 1) C 6,0.72,2.23,0.036
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,RY*( 2) C 6,1.41,1.96,0.047
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,RY*( 3) C 6,0.78,1.76,0.033
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,BD*( 1) C 1 - C 2,1.86,1.31,0.044
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,BD*( 1) C 1 - H 15,0.54,1.29,0.024
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,BD*( 1) C 2 - C 3,3.16,1.45,0.06
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,BD*( 1) C 3 - H 17,2.71,1.31,0.053
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,BD*( 1) C 6 - C 7,4.67,1.46,0.074
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,BD*( 1) C 6 - C 8,3.73,1.3,0.062
mol_020_E,scan_1,1.6259,BD ( 1) C 2 - C 7,BD*( 1) C 7 - H 19,1.33,1.31,0.037
mol_020_E,scan_1,1.6259,BD ( 2) C 2 - C 7,RY*( 2) C 1,0.78,1.17,0.03
mol_020_E,scan_1,1.6259,BD ( 2) C 2 - C 7,RY*( 3) C 3,1.44,1.19,0.041
mol_020_E,scan_1,1.6259,BD ( 2) C 2 - C 7,RY*( 7) C 6,0.6,1.52,0.03
mol_020_E,scan_1,1.6259,BD ( 2) C 2 - C 7,RY*( 3) C 7,0.63,1.08,0.026
mol_020_E,scan_1,1.6259,BD ( 2) C 2 - C 7,BD*( 1) C 1 - H 15,2.05,0.8,0.04
mol_020_E,scan_1,1.6259,BD ( 2) C 2 - C 7,BD*( 1) C 1 - H 16,3.01,0.79,0.049
mol_020_E,scan_1,1.6259,BD ( 2) C 2 - C 7,BD*( 2) C 3 - C 4,25.2,0.39,0.092
mol_020_E,scan_1,1.6259,BD ( 2) C 2 - C 7,BD*( 2) C 5 - C 6,51.14,0.37,0.123
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - C 4,RY*( 1) C 2,1.08,2.24,0.044
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - C 4,RY*( 2) C 2,1.45,2.07,0.049
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - C 4,RY*( 1) C 5,2.14,2.13,0.06
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - C 4,BD*( 1) C 1 - C 2,3.63,1.33,0.062
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - C 4,BD*( 1) C 2 - C 3,3.83,1.46,0.067
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - C 4,BD*( 1) C 3 - H 17,1.19,1.33,0.036
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - C 4,BD*( 1) C 4 - C 5,3.95,1.43,0.067
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - C 4,BD*( 1) C 4 - H 18,1.35,1.32,0.038
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - C 4,BD*( 1) C 5 - C 11,4.24,1.33,0.067
mol_020_E,scan_1,1.6259,BD ( 2) C 3 - C 4,RY*( 8) C 2,0.57,1.76,0.031
mol_020_E,scan_1,1.6259,BD ( 2) C 3 - C 4,RY*( 3) C 5,0.59,1.05,0.024
mol_020_E,scan_1,1.6259,BD ( 2) C 3 - C 4,BD*( 2) C 2 - C 7,36.46,0.41,0.11
mol_020_E,scan_1,1.6259,BD ( 2) C 3 - C 4,BD*( 2) C 5 - C 6,28.01,0.38,0.095
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - H 17,RY*( 1) C 2,1.78,2.03,0.054
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - H 17,RY*( 1) C 4,1.17,1.75,0.041
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - H 17,BD*( 1) C 2 - C 3,1.07,1.26,0.033
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - H 17,BD*( 1) C 2 - C 7,4.71,1.27,0.069
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - H 17,BD*( 1) C 3 - C 4,1.09,1.29,0.033
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - H 17,BD*( 1) C 4 - C 5,4.45,1.22,0.066
mol_020_E,scan_1,1.6259,BD ( 1) C 3 - H 17,BD*( 1) C 4 - H 18,0.76,1.11,0.026
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - C 5,RY*( 1) C 3,0.91,1.98,0.038
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - C 5,RY*( 2) C 3,2.28,2.03,0.061
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - C 5,RY*( 1) C 6,0.69,2.24,0.035
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - C 5,RY*( 1) C 11,1.0,1.7,0.037
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - C 5,BD*( 1) C 3 - C 4,3.44,1.48,0.064
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - C 5,BD*( 1) C 3 - H 17,2.48,1.32,0.051
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - C 5,BD*( 1) C 4 - H 18,0.93,1.31,0.031
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - C 5,BD*( 1) C 5 - C 6,6.39,1.43,0.086
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - C 5,BD*( 1) C 5 - C 11,3.3,1.32,0.059
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - C 5,BD*( 1) C 6 - C 8,3.33,1.3,0.059
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - C 5,BD*( 1) C 10 - C 11,2.6,1.24,0.051
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - H 18,RY*( 1) C 3,1.25,1.8,0.043
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - H 18,RY*( 2) C 5,1.27,2.05,0.046
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - H 18,BD*( 1) C 2 - C 3,4.03,1.27,0.064
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - H 18,BD*( 1) C 3 - C 4,1.21,1.3,0.035
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - H 18,BD*( 1) C 3 - H 17,0.79,1.14,0.027
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - H 18,BD*( 1) C 4 - C 5,0.69,1.24,0.026
mol_020_E,scan_1,1.6259,BD ( 1) C 4 - H 18,BD*( 1) C 5 - C 6,4.84,1.25,0.07
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,RY*( 1) C 4,0.93,1.94,0.038
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,RY*( 1) C 7,1.33,1.95,0.046
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,RY*( 2) C 7,0.96,1.87,0.038
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,RY*( 1) C 8,1.1,1.69,0.039
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,RY*( 2) C 11,0.75,1.96,0.034
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,BD*( 1) C 4 - C 5,5.68,1.42,0.08
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,BD*( 1) C 4 - H 18,2.19,1.31,0.048
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,BD*( 1) C 5 - C 11,3.25,1.32,0.059
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,BD*( 1) C 6 - C 7,3.61,1.47,0.065
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,BD*( 1) C 6 - C 8,2.1,1.3,0.047
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,BD*( 1) C 7 - H 19,2.53,1.31,0.052
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,BD*( 1) C 8 - H 21,0.74,1.28,0.028
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 6,BD*( 1) C 11 - N 12,1.81,1.39,0.045
mol_020_E,scan_1,1.6259,BD ( 2) C 5 - C 6,RY*( 3) C 4,1.63,1.47,0.048
mol_020_E,scan_1,1.6259,BD ( 2) C 5 - C 6,RY*( 3) C 7,1.75,1.1,0.043
mol_020_E,scan_1,1.6259,BD ( 2) C 5 - C 6,RY*( 3) C 11,0.84,1.91,0.04
mol_020_E,scan_1,1.6259,BD ( 2) C 5 - C 6,BD*( 2) C 2 - C 7,21.89,0.42,0.087
mol_020_E,scan_1,1.6259,BD ( 2) C 5 - C 6,BD*( 2) C 3 - C 4,30.28,0.41,0.103
mol_020_E,scan_1,1.6259,BD ( 2) C 5 - C 6,BD*( 1) C 8 - C 9,0.59,0.79,0.021
mol_020_E,scan_1,1.6259,BD ( 2) C 5 - C 6,BD*( 1) C 8 - H 20,2.98,0.79,0.048
mol_020_E,scan_1,1.6259,BD ( 2) C 5 - C 6,BD*( 1) C 8 - H 21,0.67,0.81,0.023
mol_020_E,scan_1,1.6259,BD ( 2) C 5 - C 6,BD*( 2) C 11 - N 12,39.99,0.35,0.11
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 11,RY*( 1) C 4,1.41,1.94,0.047
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 11,RY*( 1) C 6,1.98,2.23,0.06
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 11,RY*( 1) C 10,1.18,1.62,0.04
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 11,RY*( 1) N 12,1.45,1.86,0.047
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 11,BD*( 1) C 3 - C 4,1.45,1.48,0.042
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 11,BD*( 1) C 4 - C 5,2.66,1.42,0.055
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 11,BD*( 1) C 5 - C 6,2.75,1.43,0.056
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 11,BD*( 1) C 6 - C 7,2.61,1.46,0.056
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 11,BD*( 1) C 10 - C 11,1.66,1.23,0.041
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 11,BD*( 1) C 10 - H 24,0.65,1.24,0.026
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 11,BD*( 1) C 11 - N 12,2.26,1.39,0.051
mol_020_E,scan_1,1.6259,BD ( 1) C 5 - C 11,BD*( 1) N 12 - O 13,14.39,0.81,0.096
mol_020_E,scan_1,1.6259,BD ( 1) C 6 - C 7,RY*( 1) C 2,1.08,2.23,0.044
mol_020_E,scan_1,1.6259,BD ( 1) C 6 - C 7,RY*( 2) C 2,1.86,2.06,0.056
mol_020_E,scan_1,1.6259,BD ( 1) C 6 - C 7,RY*( 2) C 5,1.29,2.23,0.048
mol_020_E,scan_1,1.6259,BD ( 1) C 6 - C 7,RY*( 1) C 8,0.88,1.69,0.035
mol_020_E,scan_1,1.6259,BD ( 1) C 6 - C 7,BD*( 1) C 1 - C 2,3.41,1.32,0.06
mol_020_E,scan_1,1.6259,BD ( 1) C 6 - C 7,BD*( 1) C 2 - C 7,4.52,1.47,0.073
mol_020_E,scan_1,1.6259,BD ( 1) C 6 - C 7,BD*( 1) C 5 - C 6,4.48,1.43,0.072
mol_020_E,scan_1,1.6259,BD ( 1) C 6 - C 7,BD*( 1) C 5 - C 11,4.07,1.32,0.066
mol_020_E,scan_1,1.6259,BD ( 1) C 6 - C 7,BD*( 1) C 6 - C 8,2.3,1.3,0.049
mol_020_E,scan_1,1.6259,BD ( 1) C 6 - C 7,BD*( 1) C 7 - H 19,1.25,1.31,0.036
